siret,enseigne1Etablissement,codePostalEtablissement
51324855900017,MALIBOU,93800
51324967200017,DELICES CORNER,17000
51325476300016,SNACK HAKAN,57100
51325483900014,ELEFANTO SANDWICHS,92800
51325615600011,PIZZA EMPORT,68270
51325623000014,SUSHI ECLAIR,92110
51325730300018,BURN'S,13011
51325827700013,PIZZA DU MONDE,75018
51325894700011,LE FOURNIL DE SAINT JEAN,06800
51325894700029,LE FOURNIL DE SAINT JEAN,06550
51325929100021,PIZZERIA DU LITTORAL,80860
51326162800012,LE XV,34130
51326167700019,LE SAPHIR,78220
51326167700027,O'WOK,78190
51326167700035,O FIRST,40000
51326291500012,LE BOUDOIR,20220
51326352500034,CAFE GOURMAND,31000
51326352500042,CAFE GOURMAND,31000
51326355800019,LE ROBINSON CLUB,24630
51326370700012,AU PAIN DELICE,59400
51326403600015,LE BAR A CREPES,06000
51326513200037,HEL'O PIZZ,33360
51326513200045,HEL'O PIZZ,33140
51326520700011,PIZZA SERVICES,91000
51326606400015,LE GEORGIA,33000
51326645200038,L'HIPPOCAMPE,85440
51327101500010,TUTTI SMOOTHIE,95210
51327115500014,LA PALMERAIE,93800
51327154400027,LA BOMBILLA,31620
51327279900018,LE BAHAMAS,38300
51327488600011,PRONTO PIZZA,82000
51327495100013,PIZZA CONTR ATTACK,47520
51327495100021,PIZZA CONTR ATTACK,47520
51328105500014,LA CH'TI FRITES,85440
51328469500022,EAT MI,84000
51328483600022,LALE,44100
51328732600013,FONTAINE DES DELICES,06600
51329030400015,SUR LE POUCE,22700
51329078300010,PIZZA ROLL'S,19100
51329355500019,BONTA ITALIANE,06300
51329390200013,SANT JOAN,66300
51329730900025,EFES,93380
51329774700026,STAR PIZZA,33200
51329781200010,MYUNG KA,75015
51329806700010,MAC' LA,93270
51329849700035,CHEZ STAN,44119
51329874500029,SLASH,44400
51330010300019,TACOS 101,59000
51330099600024,PIZZERIA LES 7 CLOCHERS,24260
51330100200012,GRAND CAFE D'ART SAINT-FRAN OIS,16390
51330114300014,ELISANDRE,67210
51330216600014,STAR KEBAP,78440
51330443600019,PIZZA MARCO,97460
51330443600027,PIZZA MARCO,97460
51330679500016,GALAXIE BURGER,40100
51330688600013,LA VAGUE BLEUE,97420
51331012800022,AUBERGE DES ACACIAS,63580
51331858400010,CROC'CHAUD,71000
51331873300013,SUBWAY,01500
51331929300017,LE JARDIN DES GLACES,11100
51331956600016,COOL BURGER,59131
51332265100011,KARAMANLI,69002
51332447500021,AU FESTIN D'ASIE,67500
51332536500015,CHEZ YANNICK,30300
51332559700013,A LA BONNE HEURE,81400
51332564700016,PIZZA EUROPE,92600
51332616500018,LE CASABLANCA II,13110
51332631400012,SNACK LA GALAMAOUDE,83470
51332700700037,L'HIRONDELLE,18130
51332734600013,TERRANGA,83980
51332868200010,LA TOUR,20230
51332907800010,PEPPERONI,35460
51333041500011,PASTA DEL MONDO,38230
51333041500029,PASTA MIA,38230
51333127200023,LA BOUL',07200
51333154600012,LE PRINCE,67000
51333266800013,GOURMANDIZES & CO,68230
51333557000018,LE MAC.ZICO,73360
51333719600010,URGUP KEBAB,63650
51333904400028,OSCAR'S BAGELS AND SANDWICHES,13001
51334063800024,PASTA ETC,68300
51334316000018,SNACK GRILL INTERNATIONAL,54310
51334332700047,FOUR A BREIZH,56310
51334521500018,LE REGAL,38860
51334551200034,CUISINE ET SAVEUR,63610
51334596700014,ALLO MONSIEUR PIZZA,13500
51334646000035,LE DRAGON D OR,44480
51334769000044,LA-HAUT,75013
51334792200017,LE TWINS,61200
51334801100026,LA GONDOLE,56170
51334930800025,FIRMIN,19100
51334930800033,FIRMIN,19100
51335003300017,PAPRIKA,06400
51335029800024,LA PIZZAIOLA,73420
51335029800032,PIZZA MONDINI,74330
51335029800040,LA PIZZAIOLA,73100
51335074400019,LA CROISEE DES PAINS,59430
51335204700015,CAFE DE LA POSTE,66230
51335265800019,GRAIN DE BLE,34500
51335283100020,CROC' FRUIT,13011
51335339100016,WORLD FOOD,38600
51335342500020,RESTO STAR,95230
51335501600017,AU P'TIT REGAL,67640
51335510700014,ANZEO,75013
51335518000011,JOUBERT,33000
51335603000017,BREAD AND BREAK,78200
51335633700024,O 3 FRERES,13700
51335706100029,BAR DU PORT,33220
51335775600016,EL MALOUF,33800
51335836600021,RAPIDO PIZZA,95240
51335982800011,AU PAIN CHAUD DU LYCEE,80100
51336199800018,L ANGE BAR,06500
51336199800026,LE 47 CAFE,06500
51336202000010,L'ARIZONA,76600
51336213700012,ALADIN BROCHETTES,59000
51336255800019,MA PIZZA,83160
51336308500012,LE NOUVEAU BOSPHORE,25000
51336505600011,LE COQ Y EST ROTI,18380
51336682300013,LA PIZZAIOLINA,73170
51336790400010,L'ESPRIT GOURMAND,06300
51336955300013,SANDWICHERIE DES HANGARS,33300
51337205200011,U LICEU,20167
51337496700026,LE REGENT TRAITEUR,77940
51337690500016,TAIBA HALAL,57270
51337745700017,L ORIENT 69,69007
51337831500024,CAFE DES DELICES,49100
51337871100024,SUBWAY,75116
51338076600016,DELICE DU PRE FLEURI,76610
51338164000012,LE MOOD,84500
51338205100011,BIENVENUE CHE MI,34120
51338208500019,BISTROT DE LA FONTAINE,63120
51338332300013,PLATEAUX D'ANTAN,78200
51338386900015,LA BASTIDE,76420
51338502100011,E.PETRELLE,20620
51338940300017,PIZZA LOW COST,93320
51338944500018,FRATELLI,06560
51339041900010,EXTRA KEBAB,85360
51339071600019,DELUXE,63500
51339071600035,LE SPHINX,63500
51339144100039,O'KARIZM,57250
51339286000013,SNACK PANINI,59640
51339877600015,BIP - PIZZA,75020
51339900600016,LE MEGA CREUX,40220
51340298200013,CAFE CASALE,20200
51340388100016,OUGAT.COM,13006
51340523300018,NOOI,63000
51340607400015,LE COMPTOIR DU MIDI,26200
51340715500011,EXPRESS PIZZA,76150
51340745200012,PICCOLA FATA,63230
51340754400016,FUN KEBAB,22800
51340798100010,RESTO RAPIDE REINA,68440
51341023300029,CUISINE & SAVEURS,40230
51341045600018,LE SUCRE D'OR,71130
51341092800016,PIZZA DI NAPOLI,28240
51341092800024,PIZZA DI NAPOLI,28240
51341125600037,LE BIG FOOT,73300
51341161100017,LONGMAKI,75009
51341199100013,LE 54 BIS,75020
51341276700016,PASTA FREDO,57000
51341438300010,LUIGI PIZZA,13190
51341520800018,BLE D'AZUR,06300
51341555400015,SUPREME PIZZA,76120
51341563800016,CASA PIZZA,05100
51341600800011,ZORBA,54000
51341842600021,LES DELICES DU CHEF,72310
51341842600039,LES DELICES DU CHEF,41170
51341889700015,LA FRINGALE,34080
51341915000018,CHEZ SALVANTO,59400
51342107300018,SNACK DU LYCEE,97100
51342110700014,YASSBIL,81100
51342406900013,EXPRESS PIZZA,75015
51342708800010,DUBA  - PLANET - PIZZA,59119
51342749200022,LA PAILLOTTE,18100
51343006600011,SHAKE A OLIC,13100
51343006600029,SHAKE A OLIC,13100
51343006600037,SHAKESTARS,92390
51343041300015,FANA D'PIZZA,44800
51343041300023,FANA D PIZZA,44300
51343373000019,ENCAS DE PLAISIR,84000
51343451400016,BOMBAY SAPPHIRE,75018
51343818400014,GIULIANA,57600
51343820000018,LE ROYAL FAST FOOD,34400
51343905900017,RESTAURANT MIS KEBAP,67210
51344210300018,RESTO LA SOURCE,78470
51344357200013,FOOD ON TIME,69200
51344403400013,MARIO PIZZA,38190
51344565000015,RESTO RAPID 42,54130
51344619500028,DELI CORNER,13001
51344778900019,BEST PIZZA,24200
51344778900027,RETRO PIZZ' - BEST PIZZA,33470
51344877900019,LE LAVOIR SALON DE THE,37190
51344960300010,L'ESCAPADE,75005
51345016300011,LA BOITE A PIZZA,76600
51345096500019,JENNY SNACK BAR,97110
51345169000012,MAMA GAYA,94190
51345374600028,L'ECHAPPEE BELLE,26190
51345901600012,SNACK LE JUJUBE,97410
51345902400016,SUN SANDWICH,97438
51346440400039,CHEZ TONY,20290
51346483400011,FLASH BURGER,77200
51346620100011,NOOI,68000
51346653200019,O TI BONHEUR,97411
51346760500012,ONUR KEBAB,21230
51346760500020,ONUR KEBAB,58170
51346760500038,MUTLU KEBAB,18110
51347041900013,MORGAN'S KEBAB,57310
51347073200035,LA COMEDIA,76000
51347311600012,ZUKKO,67202
51347328000016,BIGGY,93700
51347432000019,KEBAB DE LA GARE,42300
51347455100019,A CANTINA,20236
51347506100026,ETXE OGIA,64480
51347596200017,LEA THEO GAEL,81100
51347598800012,NUMBER ONE,65000
51347695200017,LA BONNE PATE,06100
51347787700015,FEU FOLLET,28000
51347787700023,VARENNE 36,75007
51347899000015,SELSABIL,13001
51347986500026,DOMINO'S PIZZA,92120
51348051700012,CENDRILLON,55500
51348122600019,PSYCHODOUICH,31000
51348166300013,PTITIGIBUS,75005
51348243000024,AU POULET DORE,47300
51348432900018,PIZZALITO,51340
51348875900012,PLANET-FOOD,14000
51348908800015,LA BOITE A PIZZA,49100
51349300700019,SNACK LE MEDITERRANEEN,38550
51349359300018,GRAINE DE GOURMANDISE,78600
51349388200015,SEGAFREDO,91000
51349622400017,KEVSER,25340
51349772700018,JET SNACK,57230
51350117100021,ROTI PIZZ'ALP,38750
51350269000011,ETXEAN,64500
51350474600019,LE TALMEST SNACK,71000
51350526300014,AU BON GOUT DE LA GRILLADE CHEZ LEP,97121
51350567700023,SAVEURS DE MIEL,01560
51350598200019,PIZZA TONY,32460
51350755800023,HAPPY,34000
51350962000029,EL TACO LOCO,30900
51350962000037,EL TACO LOCO,30900
51350970300015,S.L.S. SANDWICHERIE,75009
51351055200013,CHEZ PEPE,31000
51351071900018,ADANA KEBAB,54700
51351099000015,RYAD KEBAB,34770
51351124600011,PIZZ ' ATTITUDE,54700
51351124600029,PIZZ'A L'AIDE,55210
51351163400018,BOSFOR 1,44380
51351579100012,A LA BONNE FRANQUETTE,03160
51351579100020,LE MERIDIEN,71320
51351579100038,LA CIGALE,70300
51351579100046,CHEZ LE PICARD,70300
51351662500011,HOLIDAYS,97220
51351962900010,LA MAISON GOURMANDE,34340
51352054400018,TARTINE,06600
51352079100015,LE 626,13010
51352249000012,PIZZA SHOP,06250
51352413200018,MASSY SANDWICH,75005
51352527900032,RESTAURANT DE M,88100
51352687100027,AUX 2 TEMPS...SALE&SUCRE,86200
51352826500012,TESTI,94190
51352866100012,LA CAVE A PIZZA,83440
51353020400017,MAESTRO,94430
51353367900017,PIZZA EINAUDI,83390
51353510400014,LE P'TIT BONHOM,46600
51353523700020,KAMICHICKEN,92360
51353528600019,L'ITALIANO,82600
51353636700016,LE TOUAREG,09600
51353656500023,CRISTAL DELICES,97118
51353717500012,UNO PIZZA,94120
51353823100020,PIZZA EXPRESS,76620
51354074000018,PAUSE FRAICH'HEUR,50680
51354430400019,SELECT PIZZA,74000
51354588900018,LA TOUR DE PIZZ,29200
51355260400011,L'ANATOLE,49700
51355276000011,ELA 2,60100
51355279400010,PAMUKKALE 2009,93290
51355678700010,GLACES LOUISE,34250
51355820500011,LE SYSTEM,13001
51356160500017,SNACK DE LA GARE,83460
51356181100029,PIZZ'ABO,13780
51356195100023,PIZZA MAMMA,83140
51356221500014,CONVIV' NATURE,97410
51356486400017,MEDITERRANNEE,60730
51356710700026,MC DONALD'S,63110
51356785900014,LE MARGOUILLAT,83500
51356987100017,L'EVIDENCE,14000
51357015000013,LE SUD,47300
51357176000026,LE KUB,38070
51357218000018,LE SNACKING,59140
51357221400015,RESTAURANT DU CENTRE,69530
51357238800017,PIRATE,97228
51357403800016,BALIN DELICES,97131
51357498800012,ALEX FOOD,13008
51357533200012,L'HORIZON,30300
51357671000034,LE P'TIT ENCAS,22300
51357702300015,LE GATEAU SUR LA CERISE,75019
51358089400014,LE SUSHI CAFE,63000
51358089400030,GUY AND SONS,63000
51358089400048,GUY AND SONS,63000
51358569500010,ENZO,59230
51358856600010,GO FAST,34130
51358876400029,MILLE ET UNE SAVEURS,40100
51359014100026,LE SPERONE,31300
51359137000012,LE DELICE ORIENTAL,66600
51359137000020,CHEZ NENA,11150
51359142000031,GASTOUNET,12360
51359145300016,DELICES PIZZAS,34500
51359292300017,DECO...THE,63114
51359363200013,PIZZA CASTANET,30900
51359430900025,LE KIOSQUE A PIZZAS,65200
51359531400016,SUSHI CHEZ DIDI,10430
51359816900011,PIZZA EXPRESS,75012
51359817700014,PIZZA TOON'S BUNNY,67240
51360020500019,CAPPADOCE,44160
51360034600011,PRESTO PIZZA,33120
51360302700014,LE FOURNIL DES BLEUETS,59800
51360316700018,SUN WAY CAFE,13001
51360317500011,FRANCESCA,34000
51360493400010,LE P'TIT POINT CHAUD DU PONT NEUF,97450
51360510500016,O RESTO,78100
51360609500018,STAR PIZZA,94290
51360953700024,FAIM DE PAIN,33300
51361067500011,PERDITEMPO,33000
51361087300012,VELPO SPEED,37000
51361293700013,BIP BIP PIZZA,47000
51361328100015,BELLO CANTO,84210
51361346300019,PIZZA BELLA,14600
51361759700028,POULET ROTI,72400
51361776100012,PARFUM DE PAIN,24750
51361776100020,PARFUM DE PAIN,24000
51361822300012,MAFABIOLILA PIZZA,24460
51361967600010,PASTA GUSTI,92250
51361999900016,L'ANTALYA KEBAB,22000
51361999900024,AYAZ KEBAB,22250
51362047600012,CROQ POUCE,06000
51362049200019,LA CAMPANOISE,65710
51362289400055,YOUYOU,97432
51362450200011,PIMENT THAI,13001
51362482500016,HOT PIZZA,28100
51362712500018,LES PIZZAS DE MAMMA,33470
51362828900011,SUBITO PIZZA,30210
51362875000012,LA SCALA,25350
51362904800010,DJERBA PALACE,25000
51363010300028,BE GREEN,75009
51363166300020,AMORINO,14600
51363166300038,AMORINO,75018
51363460000029,LE LODGE,97400
51364173800010,MIE ET DELICES,10800
51364219900014,EGEE KEBAB,63100
51364244700017,LE REGAL,65140
51364271000018,EL MOUL'FRIT,11590
51364316300019,CAYO COCO,27000
51364317100020,MAC TIME,52100
51364353600016,ALLO PIZZA VITTO 02,02100
51364372600013,MAISON POULAGA,68100
51364384100010,CLARA'S PIZZA,68700
51364395700014,LES ROTISSERIES EXPRESS,11100
51364527500019,LE KIOSQUE,27180
51364544000027,LE P'TIT RESTO DE PIZZ'A PAT,79370
51364673700017,LE FAMILY,13220
51364693500017,LE MARGOUM,94270
51364892300011,PIZZA LITTO,83000
51365078800013,CHIKEN FALLOW II,84000
51365240400015,ASIA SANDWICH,31140
51365351900027,GARDEN PARTY BY PABLO,13002
51365364200027,NOKOR REACH,12000
51365412900016,LA PAUSE KEBAB II,33710
51365457400013,LE SAINT-MARTIN,31300
51365520900015,LE PAIN DELILLE,63000
51365554800016,CROC A'MAIA,17000
51365641300012,BODRUM,76600
51365667800010,SIWO GRILL,97115
51365794000013,CHEZ COCO,71500
51365921900010,AUX SAVEURS DU MONDE,89000
51366143900010,ETOILE KEBAB,59300
51366964800018,ASIE LANDES,40390
51367024000029,LE ROMARIN,06300
51367026500026,BURG N PIZZ,06300
51367196600010,SUBWAY,50000
51367203000014,PIZZA BAFFETTA,76600
51367250100014,TAM TAM POULETS,05100
51367427500013,TWISTY,13006
51367434100013,LE BAR A FRITES,02230
51367449900019,L'ORIENTAL,13003
51367481200039,LE TAJINE D'ARGENT,37000
51367612200015,FIRMIN,24650
51367975300014,OH'BON KEBAB,38150
51368015700015,LA FRITERIE DU BRUAYSIS,62700
51368024900010,DAY PIZZA,06200
51368024900036,DAY PIZZA,06200
51368051200029,AZADI KEBAB,69007
51368064500019,BRASSERIE DE L'HOPITAL,20600
51368257500016,FRESH FOOD,06000
51368280700013,AUX LILAS,06500
51368443100010,LA CASA DELLA PIADINA,06000
51368443100028,LA CASA DELLA PIADANA,06300
51368450600019,ROTISSERIE,58000
51368505700012,PASTA ET PIZZA SAN MARCO,06500
51368525500012,WOKO ASIAN WOK AND GRILL,69003
51368567700017,SUR LE POUCE...,46220
51368578400011,ARHI PIZZA,69003
51368709500010,SNACK PIZZERIA DES 2 PORTES,13500
51368857200017,PLAISI'MIAM,67600
51368951300028,CHRISALYS,64570
51369398600012,CAFE BAR RESTAURANT,75017
51369520500031,LA FRITE TILLOTINE,59870
51369520500056,LA FRITE TILLOTINE,59870
51369561900025,LA TARTINE,66700
51369664100036,CAFETERIA CHEZ ROSE,66700
51369984300019,MAD BURGER L'ORIENTAL,89300
51370162300011,CLASS' CROUTE,93500
51370162300029,CLASS'CROUTE,93500
51370339700028,MC DONALD'S,33720
51370423900013,BIK LOKAL,97160
51370500400010,CONNEMARA PUB IRLANDAIS,04700
51370611900015,LE QUAT'PATES,38140
51370702600011,EL ' BEY,06400
51370702600029,EL ' BEY,06150
51370843800025,A LA BONNE FRANQUETTE,82170
51371023600011,KONNICHIWA SUSHI BENTO BAR,69006
51371117600026,LA GRINIOTTE,68000
51371459200013,LA CARLOTT'IN,17500
51371529200027,LE BOSPHORE,15100
51371921100015,LES ANDALOUSES,57000
51372182900010,DOMINO S PIZZA,94600
51372228000015,LE TOUAREG,37220
51372349400011,LA SCALA,20200
51372375900017,LEA CAFE,77170
51372383300010,CAFE CARTHAGE,71100
51372491400025,LE PETIT CHATEAU,56400
51372493000013,LA COQUILLE,37100
51372571300012,STAN-BURGER.COM,06190
51372657000015,THE BEST,60490
51373139800014,CALYDJO,17800
51373181000018,CHEZ CHRISTINE,97410
51373297400011,TRAITEUR BON APPETIT,92110
51373333700028,LONGO PIZZA,13013
51373344400022,REGAL' POULET,97129
51373696700011,LA VERONESE,17800
51373706400016,PASTASSIMA,42300
51373751000018,FRANCESCA,06400
51373759300014,PIZZA CHEZ NICO,13004
51373890600017,AU POULET A LA BRAISE,63130
51374067000023,ARIZONA GRILL,97110
51374082900017,ARHI KEBAB,01000
51374221300020,MR TACOS,33000
51374291600010,BURGER EXPRESS,08000
51374341900014,LE KIOSQUE A PIZZAS,51170
51374435900011,PIZZA SUN,06500
51374518200016,ALICE PIZZA,75015
51374524000038,ROY,75009
51374557000012,MEIWENTI,75011
51374594300029,A L'HEURE DU PAIN,62300
51374594300037,A L'HEURE DU PAIN,62300
51374664400022,LA GUINGUETTE DU PHARE,06200
51374815200016,A LA BIEN,30000
51374946500029,TAVERNE PLAGE,30720
51375052100017,LE PHOCEA,59245
51375138800010,GLACIER MIRABELLE,69001
51375155200011,AU PETIT POISSON ROUGE,69004
51375155200029,BON WOK,69009
51375225300023,AN EHAN BIHAN,29170
51375225300049,TI KREOL,29100
51375298000013,GWAD'REGAL,97110
51375322800016,RAPIDO,91160
51375352500015,PIZZA DELINDA,56580
51375676700010,PAIN ET FRIANDISES,41000
51376269000016,LA CASE CREOLE,38530
51376368000016,PIZZA PASTA,78300
51376508100015,AMANDELYS,78280
51376696400029,LA MAIOUN DI BAC,06200
51376706100031,BUBBLE TRIP,83170
51376816800025,LA CASBAH,37000
51376922400017,LE PHARAON,69001
51376984400020,CLASS'CROUTE,57070
51376984400038,CLASSCROUTE,57000
51377261600019,STREET FAST FOOD,69008
51377334100021,OSAKA,91380
51377341600039,LE KIOSQUE A PIZZAS,44620
51377341600047,LE KIOSQUE A PIZZAS,85600
51377398600015,PIZZA MAX V,59200
51377458800034,TONTON G,83690
51377486900012,PIZZA EXPRESS,93470
51377569200017,LA PETITE PAUSE,44550
51377575900014,PIZZA MAESTRO,45210
51377709400014,ID GOURMANDE,34110
51377831600010,SAMOUSSA FAFA,66380
51377832400014,LE SIX / ZERO,13127
51378426400014,HUANG SALON DE THE,75003
51378446200014,LE 104,03200
51378453800011,QUICK,54000
51378587300011,AUX DELICES DE FREVENT,62270
51378774700015,PAMUKKALE,52130
51378981800020,ISTANBUL NIGHT,62800
51379029500010,LE NOUR,62000
51379029500028,MAM'CHOK,62000
51379191300017,PARADISE PIZZA,91190
51379279600023,LE KIOSQUE A PIZZAS,63118
51379309100028,JO PIZZA,20230
51379533600017,L'OASIS,63370
51379643300011,CAFFE LA COMMEDIA,63000
51380003700022,LA CABANE DE MANON,06000
51380097900041,PAPA AFRICA,26200
51380376700021,TUTTI PIZZA,31330
51380621600018,CREPES DELICES,75002
51380621600026,CREPES DELICES,75002
51380643000015,EL BAHIA,87100
51380917800017,LE BON COIN,59100
51380944200025,CREPERIE LA GRIGNOTE,34340
51381069700013,DELICE KEBAB,28100
51381189300025,LE PETIT GALOPIN,06200
51381215600018,RESTAURANT DU MARAIS,69400
51381396400014,HOME SANDWICHES,75002
51381412900013,LE P'TIT RESTO,95380
51381521700015,PAUL,91200
51381521700049,PAUL,91300
51381540700012,LE P'TIT DELICE,59160
51381559700010,FRITERIE CHEZ NANARD,62700
51381583700010,TI KAZ CROUTE,97430
51381645400013,OZ&JUICE,34000
51381736100027,ARGANA,76000
51381740300019,SUBWAY,62700
51381775900022,SUCRE OU SALE ?,33510
51381775900030,IL GELATO,40600
51381829400029,LE KAF,97430
51382011800026,FRANCESCA,91000
51382039900014,L'EPICERIE VERTE,75017
51382513300020,GOURMANDEEZE,66000
51382539800029,AU PALAIS DE LA MER,46130
51382568700017,AZ FOOD,70400
51382608100012,LE CADILLAC CAFE,06800
51382670100015,LE TRAMWAY,06000
51382797200011,LA ROTISSERIE,47230
51382797200037,PIZZA TED,47160
51382943200030,SNACK 384 MEGEVE,74120
51383058800036,LA CABANE,48400
51383129700017,L'ABRI O DELICES,31270
51383170100034,LA RIZIERE,01100
51383170100042,LY-YEN TRAITEUR,26290
51383939900013,PIZZA CASA,08110
51384038900011,CHRISFRESH AKILI- CYBER CAFE-PIZZA,38150
51384100700018,SO FRESH,94300
51384175900014,LES DELICES DE NEDROMA,57525
51384190800017,PIZZA HUT,77000
51384285600017,LA BRIOCHERIE,86100
51384319300014,ROYAL KEBAB,97480
51384424100010,LA GUEULARDIERE,59800
51385037000018,SAM PIZZA,38000
51385232700024,LE FOURNIL DE ST NICOLAS,13100
51385351500023,L'ALHAMBRAS,13430
51385357200024,YAM YAM,06000
51385394500014,LE GRAND MEAULNES,74960
51385525400019,L ACTUELLE,34000
51385605400012,SYL'COURSES,35320
51385609600013,KEBAB LE DELICE,69009
51385713600024,SUBWAY,69007
51385734200010,COMPO D'ARTIST'S,13001
51385786200017,RESTAURANT MARMARA,38490
51385893600026,TI'VEST,73000
51386032000011,CASA ITALIA,13010
51386332400036,AU BONHEUR FOOD,35000
51386469400015,AU CROUSTILLANT,72100
51386988300035,CASA VERONE,31200
51386989100038,EL ASADOR,64100
51387230900028,CHEZ LOLO,74110
51387302600019,UN AMOUR DE SNACK,44500
51387694600015,BIENVENUE,79000
51387882700015,RESTO ISTANBUL,11000
51387890000010,SNACK DU 1ER REG,30290
51387890000028,SNACK DU 1ER REG,84100
51387981700015,PIZZA SEA SIDE,40150
51388007000059,CHEZ LIJUAN,92210
51388009600013,PITTA PIZZA,95500
51388023700013,L'ASSIETTE GOURMANDE,25111
51388032800010,AU PETIT CAVEAU,58170
51388197900019,FRENCH COFFEE SHOP,33500
51388352000019,LA REGALADE,74330
51388562400017,ANATOLIE,77230
51388636600014,LA CANTINE A PATES,69002
51388696000022,LE GRAU BURGER,30240
51388756200025,SUSHI SPIRIT,06130
51388824800020,COMP 3,60880
51388977400016,YASMINE PALACE,21000
51389314900015,L'ARAWAK PIZZA,97160
51389435200014,UP TO YOU,59650
51389496400016,PORTAIL DES DEUX DRAGONS,75018
51389579700019,EL RAPIDO,80100
51389699300021,AUX PALAIS GOURMANDS,59000
51389701700028,EMRE,59200
51389751200028,LA HALTE GOURMANDE,52100
51389913800012,CHICHKHAN,94270
51389982300027,GUSTO PRESTO,83470
51390360900024,LE BISTROT SUR L'EAU,12230
51390510900031,YOKOSO CAFE,06600
51390622200023,LE GOURMET,57000
51390807900017,LE BRENNUS,11500
51390892100010,GHALIA,94800
51390892100028,GHALIA,75013
51391780700010,AUX DELICES PORTUGAIS,87480
51391844100017,GRANNY'S,06300
