siret,enseigne1Etablissement,codePostalEtablissement
51244297100036,DOME BURGER,63000
51244314400021,AMELIE,34080
51244331800013,LA BULLE,33170
51244467000016,LE 2,06670
51244635200027,LE P'TIT COURS,83000
51244695600017,LES CAPRICES D'ENDEN,83000
51244779800012,L'ENTRACTE,65000
51244788900027,KISS FOOD,14910
51244802800013,BISTROT DU MARCHE,07260
51244963800026,LE TWIST,14750
51245188100043,PIZZERIA DES HALLES,17290
51245239200016,LE BONHEUR DE MEUDON,92190
51245641900013,CHEZ LILLY,30100
51245755700019,CA BOUGE DANS MA CUISINE,14400
51245920700019,SUBWAY,31700
51246219300016,CROK'IN,85100
51246394400029,YO'UPIE PIZZA,26120
51246914900011,LE FIRST,33950
51247445300028,LA GALETTE BRETONNE,44770
51247487500014,CANTEEN BOULEVARD,63000
51247525200015,Q-G,92110
51247528600039,KARAM SANCK,34500
51247528600047,KARAM SANCK,34500
51247787800015,B4D1,34000
51247806600016,FRITERIE HERSINOISE,62530
51247932000016,L'HUILE D'OLIVE,92360
51248314000020,A VADINA,20227
51248374400011,SNACK KN,57000
51248759600029,KRISTAL KEBAB HOUSE PIZZA,33000
51249451900014,LE SALEM,78500
51249466700011,CROQ PIZZA,06000
51249494900013,L'ESCALE GOURMANDE,06160
51249639900019,A LA CH' TITE CREPE BRETONNE,59620
51249806400017,FRITERIE - LUDO,62000
51249806400025,BURGERS FRITE,62000
51250591800015,AR JARDIN FRESK,29180
51250645200030,PIZZ'MAESTRO,42110
51251098300012,LE RETRO,84200
51251314400034,MIXFOOD,69600
51251350800014,IL GRAZIE MILLE,20144
51251499300025,LA KAZ YEL,97435
51251528900035,SALADERIE OMELETTERIE TARTERIE SUCR,24200
51251589100012,NACHBAB,10120
51251694900017,AU DONER KEBAB,72000
51251718600015,LE MISTRAL,95140
51251724400012,ROYAL KEBAB,88000
51251732700015,SAINES SAVEURS,75016
51251761600011,EPICYBER RESTO,72000
51251776400027,THAI IN BOX,75011
51251783000018,AUX SAVEURS D'ICI ET D'AILLEURS,07200
51251783000026,AUX SAVEURS D ICI ET D AILLEURS,84210
51251803600037,IVORY,97100
51251820000013,ROYAL KEBAB - BAR,62290
51252087500018,LA MAISON DE LA PIZZA,69170
51252270700029,CREP'AVENUE,35170
51252330900031,TENDRE ET CHAUD,06660
51252476000026,MAMIE LA FEE,97430
51252531200017,SAVEURS D'HALIMA,07600
51252572600042,DIEGO SNACK,56700
51252616100033,RELAIS H,35400
51252940500015,LA GUINGUETTE,30220
51252950400023,LA PLAGE,69210
51252959500013,PIZZERIA CITY,69120
51253021300010,VIA PIZZA CHEZ THALIE,02820
51253242500034,LE PETIT JOURDAIN,81300
51253330800015,BARBAPAPA,06700
51253429800017,GUZEL SNACK GRILL,67200
51253446200019,LE PALAIS DES SAVEURS,87300
51253809100012,LE KIOSQUE A PIZZAS,17530
51253911500018,EPICERIE NACIB PANINI'S,86100
51254521100025,DELISS PIZZ,42700
51254521100033,O POULET D'ENFER,42700
51254829800011,LE R.E.A.L.,07200
51254845400010,SIAM CITY,75015
51255132600014,THE BEAUTIFUL'CAFE,83300
51255138300015,DAILY BIO,75002
51255194600019,TARTI'PAIN,49100
51255241500014,A BRON PIZZA,69500
51255323100014,PIZZA FLORALIA,13009
51255357900024,LA BARACKAFRIAND,97200
51255460100017,PEPINO,75013
51255512900018,ELEFANTO,75004
51255534300023,MIE TARTINES,75009
51255632500011,SNACK TRABZON,57310
51255637400035,SAVEURS ET SAFRAN,46330
51255806500011,L' ENTRE 2,89000
51255869300036,MER ET GLACES,40510
51256048300012,LA TOUR DE PIZZ,76370
51256335400020,PIZZA SPRINT,72100
51256504500022,PIZZERIA DU LACA,38800
51256738900014,LE CIRTA,13001
51256805600018,CHEZ TONTON,60180
51256869200010,CROUSTI'CHAUD,59155
51256888200017,ALIZE CAFE,06300
51256949200014,MAXICHOUCHOU,34150
51256964100016,L'ANTICHAMBRE,29600
51257043300023,SNACK BAR DU TROU D'EAU,97434
51257161300011,KEBAB CHEZ MEMO,63290
51257253800019,AU P TI PLAISIR,69740
51257258700040,LE TRIB'S,06400
51257258700057,O'TACOS,06400
51257677800017,TEKEL,67100
51257691900017,LA PAUZ,46400
51257698400029,CHEZ AWA,17440
51257698400037,CHEZ AWA,17440
51257698400045,CHEZ AWA,17450
51257783400017,TARTINE AVENUE,58000
51257924400017,LA PAUSE GOURMANDE,23700
51258039000023,OSMANLI KEBAB,01100
51258091100018,COMPTOIR DU MAGHREB,69003
51258171100029,BRASSERIE DU LAC,21000
51258323800039,BALKAN GRILL CEVAPNICA SAVEURS DES BALKANS,37000
51258355000011,CHAUD'PIZZ',97411
51258460800016,CAFE SNACK L'ENTRE-DEUX,30100
51258550600011,GASTON 4 BUCHERON,54000
51258550600029,LES MAINS A LA PATE,54300
51258657900017,OASIS GEODE,75019
51258730400019,RESTAURATION RAPIDE CHEZ BEA,33700
51258970600013,DIELETTE KEBAB,50340
51259145400016,ROTISSERIE MAMA,86000
51259225400027,BOULANGERIES PAUL,75013
51259354200032,SUB & CO,59000
51259504200015,KEBAB KING MARMARA,02300
51259688300011,LA PAUSE DU JET D EAU,69008
51260122000019,ALLO PIZZA PRONTO,91600
51260439800010,UNCLE PHIL,40130
51260646800019,S'POT 54,40510
51260776300038,LE O'70,70000
51260943900017,LA FRITE,83110
51260968600013,ROTISSERIE DANY,59286
51260968600021,ROTISSERIE DANY,59283
51260969400017,MYROLL,75017
51261009800026,EMORINE GWENAELLE,10340
51261028800015,BEN &BAGEL'S,92100
51261063500017,SO SO GOOD PASTA AND PIZZA,93200
51261083300018,DINAR,57070
51261237500018,LE MAGNIFICO PIZZERIA,13004
51261245800012,TITI PIZZA,20233
51261246600015,CHEZ TONTON,13013
51261603800018,ROUTE 66,38130
51261675600023,SNACK L'ANCIENNE GARE,70320
51261675600056,L'BARAQUE A FRITES DE LA GRISE PIER,62100
51262629200019,PIZZA WEST,92210
51262692000031,ABOUEL NAGA MAGDI,93200
51262726600012,LE CHEVAL BLANC,59185
51262726600020,VIMY FRITES,62580
51262932000023,AU PETIT CREUX,62770
51263038500015,LE RENARD DANS LE POULAILLET,11100
51263060900026,LE SAN PIETRO,82120
51263135900019,PIZZA BEL'ANGE,50310
51263224100018,COCOCOOK,75003
51263324900010,LE CEDRE,75005
51263324900028,LE CEDRE,75005
51263655600015,PIZZA LORENZA,62290
51263714100015,LE BAILLY,75003
51263873500013,O'KEBAP,97122
51263873500021,O' KEBAP,97110
51264201800018,L'ESPUMA,04100
51264211700026,KFE PASSION,97420
51264270300015,LA BOITE A PIZZA,78200
51264272900010,LE RICHELIEU,34300
51264287700017,EL BARAKA,69002
51264351100011,LUCKY REGAL',06320
51264413900010,HU'MMM,30240
51264416200012,ART'YCHAUD,13010
51264736300013,FUN PIZZA,35650
51264840300016,LA BRASSERIE CAVE DE L'ARROS,32730
51264846000016,SNACK TURKEY,54700
51264882500010,RESTAURANT UGUR,01400
51264911200020,L'AGORA CAFE,20200
51264946800018,PIZZA HUT,86000
51264953400025,UMI SUSHI BAR,17290
51265021900011,MATIN,81000
51265021900029,KAMAN KEBAB,86400
51265104300048,FRESCO,75116
51265146400012,LE REPERE,59100
51265890700013,FALAFEL,38000
51266024200011,JOKER PIZZA,69003
51266189300010,LA PETITE TABLE,84000
51266281800016,FRITERIE CH TI,03100
51266299000013,A LA REUNION DES GOURMANDS,83120
51266379000016,PACHA KEBAB,60000
51266407900039,IL BURRO PIZZA,66200
51266479800018,FRANCESCA,94220
51266510000016,SEGAFREDO,74160
51266548000038,MD PIZZA,16270
51266548000046,MD PIZZA,16110
51266668600047,CRICRI POULET,13090
51266707200015,LE TK,83200
51266771800013,CHEZ NINI,80100
51267126400020,VIAGIO,59650
51267339300017,LE PALACE,63000
51267381500019,AU P'TIT CREUX,67530
51267441700039,FRENCH COFFEE SHOP,33000
51267491200013,SUSHI,78250
51268159400010,PIZZA LOLO,06100
51268582700010,LE CAFE DE LA FRATERNITE,33000
51268587600017,EAT'ALLI,12600
51268587600025,EAT'ALLY,12600
51268766600010,LE TEXAN,30000
51268931600010,"NEW ALADIN, ZANZIBAR",75009
51269186600010,BISMILLAH FOOD,06000
51269192400025,POULET EXPRESS,13800
51269250000030,LA BOITE A PASTA,21000
51269269000013,FRESH HEURE,93400
51269318500013,PARISTANBUL,75017
51269357300010,LA KREPE RIT,97435
51269364900018,MARJANAA,92110
51269428200017,LE CASS'DALLE,88110
51270164000017,SANDWICHES EXPRESS,72400
51270520300036,NDEL,42410
51270714200026,AUBERGE DU TRINQUET,82370
51270714200034,LA MESA,65200
51270714200067,LE TRINQUET,40100
51270824900010,FESTI'FRITES,59300
51270886800025,MOUNETADAR,41000
51271017900015,SPECY-NOUILLES,75013
51271298500013,LA TOUR DE PISE,83500
51271659800010,LIMBOW,13005
51271842000023,MELI MELO,20220
51271876800025,LE BALTHAZAR,20600
51272305700018,P'TITES SAVEURS,67170
51272393300010,LA ROTISSERIE,17370
51272461800016,LA BROCHETTE,59800
51272510200010,LE SUNSHINE,68270
51272521900020,LE BAR A GOUTS,75015
51272524300012,S PIZZA,95240
51272545800024,ZUMO,76000
51272761100018,AU NEW DELICES SERVICES PLUS,97170
51272870000034,GAMBETTA TRAITEUR,34000
51272875900014,PIZZA FLY,25420
51273333800010,FRANCESCA,13006
51273349400011,SNACK EXPRESS,30111
51273388200017,LE DELICE DE L'ORIENT,33300
51273389000010,HFC,33400
51273477300025,LE BAROUNA BAR BTCH BAR BUTH,06300
51273731300019,PIZZAYO LO,26780
51273795800011,PIZZA PIZZA,31000
51273830300019,PIZZA PELLETAN,47000
51274135600046,LA PETITE BOUFFE,83270
51274135600053,O MISTRAL,13600
51274292500013,HOKKAIDO,75010
51274361800013,LE FIGUIER,17000
51274361800021,LA PYRAMIDE,79000
51274442600010,LA CIGALE,30800
51274781700017,BEACH TROPICANA,34350
51274866600033,LE COLIMACON,06000
51275081100014,BURGER KING,50180
51275187600024,RESTAURANT LE BELLEY,01300
51275219700016,LA PAST ATTITUDE,83170
51275272600012,AU SOURIRE GOURMAND,67200
51275341900013,LA SERENADE,38550
51275456500012,LE BOUCHON DE LIEGE,30240
51275523200018,KEBAB PIZZA DES TROIS RIVES,71350
51275544800010,LE P'TIT KIOSQUE,69120
51275591900010,FIRST FOOD,92370
51275602400018,MILANO 2,54000
51275867300010,PIZZA PILI,06300
51275870700016,GJ RESTAURANT,75018
51275912700016,PIZZA VIVA,97160
51275912700024,LE KEBAB,97160
51275930900010,CAPPADOCE,60000
51276100800030,CAP AZUR,97436
51276354100012,LA FRIN'GALE,43000
51276391300013,HOKKAIDO II,77160
51276397000013,PAINS DE FRANCE,75005
51277321900013,EXOTICA,29900
51277558600013,LAITA,31000
51277782200069,GOLDGYM PIZZA,66600
51278065100018,CHEZ LULU,62100
51278065100026,CHEZ LULU,62100
51278131100018,PIZZERIA L ORANGE,69100
51278150100014,CAFE LE MOULIN,47000
51278201200011,ITAGLIA,83000
51278210300018,PIZZERIA TENERA,31500
51278210300026,LE TEMPS D'LA PAUSE,31500
51278352300016,ADAGIO,13520
51278607000015,SNACK TOPKAPI,59500
51278678100017,RIAD CAFE,28000
51278695500017,BURGERS & CHIPS,33000
51278744100017,LE SFAX,87000
51279023900010,LA CREPE DES LIONS,94380
51279250800016,PIZZA MALTA,13400
51279252400013,ISTANBUL KEBAB,41200
51279392800015,PIZZ APPETIT,76120
51279392800023,PIZZ APPETIT,76120
51279392800031,PIZZ APPETIT - KOI ET COMPAGNIE,27310
51279392800049,PIZZ APPETIT - KOI ET COMPAGNIE,27800
51280033500014,C.CHO,17340
51280033500022,TONI PIZZAS,17000
51280033500030,TONI PIZZAS,85440
51280137400012,SAS LA FRINGALE,20100
51280234900013,FOURNIL ALBARAKA,69100
51280380000014,LA PALMERAIE,74320
51280551600014,AKDENIZ KEBAB,11210
51280658900044,BONADO PIZZA,64000
51281173800016,PIZZERIA DE LA GRAVIERE,69110
51281289200010,SALE SUCRE,66190
51281319700013,POULET 3 M,07700
51281430200018,GRAINS DE NATURE,59491
51281555600018,BEGHAL S TIME,75019
51281585300019,LE TEMPS RETROUVE,28120
51281636400024,L'FAKIR,57280
51281707300012,PIZZA ST ELOI,34090
51281856800010,L'ANGELUS,14100
51281899800019,LE PANON,97450
51281973100039,LA GUINGUETTE,89480
51282008500011,PIZZA CITY,59120
51282027500018,L'ABRI TARTINE ARMENTIERES,59280
51282043200015,SNACK ISTANBUL,57070
51282043200023,SNACK ISTANBUL,57070
51282119000018,LA FRAMBOIZIENNE,01500
51282382400028,RAPIDE RESTO,97615
51282489700031,KAY LUCIF,97280
51282490500032,TURKELI PIDE-PIZZA,93380
51282504300015,EPSILON,75016
51282684300017,CHEZ RAPHI,36300
51282685000012,CROQ CLUB,76200
51282685000020,CROQ CLUB CONFISERIE,76200
51282692600010,LA ROTISSERIE CAPITORO,20117
51282990400014,K6,42100
51283065400012,LE RENOUVEAU,08300
51283231200023,LA PETITE FRINGALE,10150
51283655200012,ALLO SPEED BURGER,38300
51283789900016,KMF KING MULTI FOOD,38220
51283791500010,LE WASABI,57000
51283814500013,ENION EXOTIC,49300
51283905100012,COULEURS DES THES,13001
51284277400014,PIZZA HOUSE,91700
51284574400014,PAIN DU KREMLIN,94270
51284749200018,LE SAINT GERMAIN,59123
51284762500013,POMP  E  LOP,06360
51284869800027,NOI,75006
51284874800012,ANGELY'S KEBAB,17400
51284874800020,MAXI KEBAB,16100
51284874800038,LE SPHINX,16000
51284874800046,STAR KEBAB,16000
51284905000020,PALAVAS CHICKEN,34250
51284963900012,LE PETIT CHEZ SOI,35600
51285255900024,LA SALSITA,38000
51285300300014,PIZZA DU MONDE,81390
51285300300022,PIZZA DU MONDE,81310
51285347400017,CYBER DELICE,64100
51285523000037,LA CUISINE DU BURGER,31000
51285858000024,PIZZ'AVENUE M.S.,18000
51286277200013,CACAO KAMBA-LA,05100
51286284800011,OQD CHEVRES,86000
51286310100014,C'CREME,31000
51286395200028,2 3 FOUEES,23130
51286444800018,CHEZ SANDRA,97430
51286469500014,LES FEES MAISON,31000
51286512200018,AUBERGE DU LAC,08140
51286902500027,LE PAVILLON DE LA VIANDE,01210
51286990000013,O'MILPATES,52100
51287041100018,LE PTIE BREAK,74290
51287384500014,PIZZ DELICE,69007
51287384500022,PIZZA DES PROVINCES,69006
51287384500030,PIZZA DES PROVINCES,69001
51287390200021,POULET BOUCANE,91090
51287626900014,LE DIABLOTIN PIZZA,07000
51287805900017,ESCALE CHEZ TINTIN,97430
51287970100021,SARL CALM MALESHERBES,75008
51288077400017,LA VERRINE,34500
51288116000018,BREAK SANDWICHS,76600
51288210100011,LA SAVEUR DU PAIN,92110
51288218400025,LE TWISTY,94240
51288232500024,OR KEBAB,54360
51288241600013,DELISS'LIGHT,92600
51288268900023,PIZZA INAKI,65700
51288527800014,LES DELICES DE SHERAZADES,17120
51288549200011,RESTAURANT PIZZERIA L'OLIVIER,01170
51288611000018,LES DELICES DE L'ORIENT,38230
51288620100023,LE MIAMI,22120
51288907200017,RIVIERA PIZZAS,06160
51288938700019,DELICE PIZZA,27500
51288938700027,DELICE PIZZA,27500
51288962700034,LE KING,62440
51289411400010,COMME A LA MAISON,76980
51289435300014,MARHABA,43000
51289531900014,PIZZA ONE,95100
51289613500013,HAPPY SNACK,66700
51290000200019,PIZZA TALINO,26780
51290000200027,PIZZA TALINO-TALINO SNACK,26780
51290027500011,ROTISSERIE  POULET HALAL,69450
51290071300011,PIZZ BURG,08000
51290211500025,L ENVIE,44000
51290417800013,AU FIL DE L'EAU,08800
51290541500018,CHEZ KAMEL,77100
51290665200015,ADANA KEBAB,42000
51290830200015,HIMALAYA,93000
51290891400017,LA MEDINA,47000
51290971400010,L'ISULA PIZZA,20220
51290971400028,ISULA THE,20220
51291095100015,LA MAMA,14750
51291260100022,LES GLACES DE MORGANE,14600
51291311200029,PIZZA LUIGI,47000
51291692500013,DELICES SCEAUX 2,92330
51291736000012,LE SCARFACE,24700
51291750100029,FAT SUN,23100
51291911900010,LES INSEPARABLES F.C,97410
51292101600014,LA CHANCE,75015
51292322800013,PASTA BELLA,47000
51292323600016,SAIDIA LE DELICE ORIENTAL,88210
51292335000015,S'TOP PIZZA,62170
51292526400024,MARNASSOU GRILL,97117
51292660100018,EMERAUDE,42000
51292704700013,LA CASA DEL SOL,53230
51292989400016,LE TI' CAFE,97421
51293342500021,ALDO LES ETANGS D'ELAN,08160
51293405000018,IAORANA TAHITI,82000
51293512300020,LA BARAKA,84800
51293550300015,CHEZ BOUBOU,66480
51293886100014,LA TOUR DE PIZZ,77170
51293905900022,L'OASIS,11200
51294410900028,O POL NORD,40480
51294452100016,MC DONALD'S,35470
51294460400010,LE RDV DU ROND POINT,22110
51294712800041,LE CABESTAN,17000
51294753200028,KURRY UP,75017
51294965200014,ANTALYA GRILL,71300
51295062700012,HONG XING LONG,75011
51295065000014,LE 974,77160
51295126000011,LA FRITERIE RETRO,42670
51295498300015,CHEZ DOD,66410
51295616000018,O CLUB,75008
51295675600013,CH'TI PIZZ,17000
51295962800029,KFC,95190
51296078200039,LE TOPAZ,59200
51296271300016,DYNASTIE MING,75007
51296274700014,CHICKEN DU QUAI,75019
51296366100016,DELICES PIZZAS,76360
51296578100028,PITA PIT,87000
51296801700016,ADALYA,45000
51296822300010,LE VIRGINIE,13005
51296848800019,CHEZ L ONCLE SAM,06200
51296848800027,CHEZ L ONCLE SAM,06200
51296908000013,LE SANTE FE,09310
51297029400017,BONNE MINE,02170
51297298500018,LA FARIGOULE,84340
51297565700010,LARESPARK,75014
51297834700015,BIGGY BURGER,06400
51297988100038,LA PAILLOTE DE BAGHEERA,20230
51298021000011,LA BOITE A PIZZA,33700
51298207500032,FRENCH TACOS,76280
51298481600011,LE GOURMAND,13014
51298506000015,PAPA GRILL,95870
51298830400022,CAFE M,20000
51298899900029,AUBERGE DE LA PLAGE,51260
51299153000019,VIENNOISERIE LE PAIN DORE,59220
51299175300017,NUMBER ONE,95340
51299251200016,SPEED BURGER,92240
51299456700034,MEINEL DISTRIBUTION,93200
51299477300012,PIZZA PLAZZA,75014
51299486400019,CAFE REMAL,34080
51299631500010,LE METRO,67000
51299954100018,CROUSTY,91120
51299960800015,LA CAVE A PIZZAS,13400
51299980600015,LE PETIT BONHEUR,33800
51300122200019,PIZZ OLIVIER,83230
51300225300013,LE CAMELOTIER,65310
51300355800014,LE SAINT ELLIER,53220
51300366500017,LA RECRE,25000
51300421800014,RAPID GOURMET,75008
51300767400023,A LA BONNE HEURE,31300
51300901900037,LE Q G,88300
51301203900014,O'DWICH,45000
51301282300011,MYSELF,17000
51301337500011,LE JASMIN,72000
51301337500029,LE JASMIN LE GAUDIUM CHRONO-PIZZA,72000
51301461300014,HOUSE BURGER,76500
51301484500020,CAPRICES DE MOMES,14530
51301486000011,REGAL'S,94300
51301494400013,RUE BIS CUBE,71000
51301641000021,LE ROI FALAFEL,69002
51301703800029,PIZZA HUT,75011
51301703800037,PIZZA HUT,75012
51301703800045,PIZZA HUT,75013
51301703800052,PIZZA HUT,75014
51301703800060,PIZZA HUT,75116
51301703800078,PIZZA HUT,92300
51301703800086,PIZZA HUT,75017
51301703800094,PIZZA HUT,75018
51301703800102,PIZZA HUT,75009
51301703800110,PIZZA HUT,75017
51301703800128,PIZZA HUT,92200
51301703800136,PIZZA HUT,93400
51301703800144,PIZZA HUT,94800
51301703800151,PIZZA HUT PIZZA HUT DELCO,94300
51301703800185,PIZZA HUT,75012
51301703800193,PIZZA HUT,94220
51301703800201,PIZZA HUT,42000
51301703800219,PIZZA HUT,94400
51301703800227,PIZZA HUT,94000
51301703800235,PIZZA HUT,28000
51301703800243,PIZZA HUT,69006
51301703800250,PIZZA HUT,69100
51301703800268,PIZZA HUT,69007
51301703800292,PIZZA HUT,94220
51301703800300,PIZZA HUT,44200
51301703800318,PIZZA HUT,75005
51301703800326,PIZZA HUT,75005
51301703800334,PIZZA HUT,57070
51301703800359,PIZZA HUT,92600
51301703800367,PIZZA HUT,44600
51301703800375,AMREST,92150
51301751700014,LA GAZELLE,56140
51301753300029,TI BOUTIK DU COIN - LE TI'KREOL,97400
51301906700018,PAKO,59300
51301969500016,KALIMERO,29150
51302270700014,TONTON AISSA,97419
51302270700022,L'ILE AUX CAKES,97490
51302270700030,LE LABO TRAITEUR / LE LABO SNACKING,97490
51302270700048,LE TIEKS,97490
51302633600034,LA ROULOTTE CHEZ SANDRINE,20166
51302933000018,LA DAKAROISE DES DELICES D AFRIQUE,40130
51303118700018,LA PERLE CATALANE,66700
51303128600018,LES PALMIERS,74960
51303174000014,LV PIZZAS,03410
51303174000022,LE KIOSQUE A PIZZAS,03600
51303174000030,LE KIOSQUE A PIZZAS,03100
51303350600017,UN INSTANT...,76000
51303370400018,LE ROBINSON,34000
51303676400019,PIZZA ZAZA,31250
51303870300015,CHEZ STEPH,34310
51303876000015,FAMILY PIZZA,51000
51303946100019,LES DELICES D'ALIA,86170
51304060000019,LE ZEMBROCAL,31300
51304118600026,PIZZA ELIE,97122
51304118600034,PIZZA ELIE,97190
51304290300031,FEEL JUICE,33000
51304290300049,LA PETITE PAUSE NATURE,33000
51304367900036,L'ANNEXE,38480
51304462800016,SNACK GRILL,83390
51304530200017,PICCOLINO,03300
51304530200025,PICCOLINO,03200
51305247200018,NOOI,59800
51305315700014,ALLO TALIANI PIZZA TOKYO SUSHI,76600
51305492400016,PIZZA PIZZ,38400
51305492400024,PIZZA PIZZ,38400
51306055800022,CHEZ MIMOUN,66110
51306176200011,L'OASIS,06450
51306769400010,CAPPADOCE,42100
51306880900013,SUSHI CAP,33950
51306947600010,AUX MILLE PATES,34090
51306977300028,HORS LIMITES PIZZA,06400
51307151400022,TASTY BREAK,26160
51307235500011,L ECHAPEE BELLE,83520
51307288400010,LCAFFE,34000
51307390800016,LE CILAOS,93800
51307410400029,DOMINO'S PIZZA,92130
51307410400037,DOMINO'S PIZZA,92130
51307697600010,N'SEO,17440
51307727100015,CHEZ SIGRID,59249
51307972300013,MAC MAHON,75017
51308189300010,LE PIC'ASSIETTE,27470
51308788200017,PIZZA JOFFRE LE LAPIN PECHEUR,17390
51308788200025,LE LAPIN PECHEUR PIZZA JOFFRE,17390
51308811200026,AU PAIN CHAUD,80360
51308956500016,LE 10-16H,59200
51309404500020,LES DELICES DE LOLO,56270
51309404500038,LES DELICES DE LOLO,56270
51309404500046,LES DELICES DE LOLO,56100
51309475500024,VANICHOCO,83240
51309630500018,LE P'TIT SNACK,69700
51309644600028,LA PASTACHUCA,83400
51309826900014,LE SUSHI,13410
51309929100017,TURQUOISE KEBAB,50700
51310203800017,CROQ DU CHATEAU,75014
51310320000012,YAMA,74260
51310320000020,YAMA,74440
51310916500011,SOLO PIZZA,38550
51310950400037,GUVEN KEBAB,42600
51311100500015,OUARZAZATE,64000
51311145000013,O'DELICE,57370
51311257300029,LOT OF WINE,75004
51311332400018,PICNIC,03200
51311462900019,MASSY SANDWICH,75005
51311477700016,MASSY SANDWICH,75005
51311598000015,BRASER'OH,30100
51311744000026,LA PROVENCALE,86400
51311999000010,LA BONNE ECHAPPEE,04110
51312000600012,LA PIZZA PROVENCALE,60600
51312287900028,TRAITEUR FRANCE D'ASIE,57255
51312384400021,LA GRILLADE,60000
51312467700016,LES TROIS PIERRES,76200
51312476800021,MA MAMIE,33190
51313256300034,LA QUENT'IN DE PAUL,31000
51313294400010,CHEZ DODO,06250
51313888300014,LA SAC A DOS,65410
51313913900010,PAUSE BRETONNE,19200
51314320600011,ANH DAO TRAITEUR,83300
51314369300010,HECTOR CHICKEN,92000
51314502900015,TIME O THE,59140
51314597900011,SNACK AKDENIZ,88000
51314644900014,CYDEM KEBAB,42160
51314644900022,GIZEM KEBAB,42600
51314665400035,CHURROS PARTY,38300
51314673800010,ART DES LYS,41000
51314846000019,BUDDAH CAFE,13001
51314893200017,SIMPLI KEBAB,72370
51314913800010,GAP,75013
51315271000028,SNACK BAR D&T,97420
51315326200029,AU BRUIT QUI COURT TOUJOURS,06600
51315366800019,CHEZ DOUDOU,97131
51315366800027,CHEZ ARMAND,97131
51315368400016,LA TERRASSE,13007
51315368400024,LE CABANON,13009
51315370000028,PIADINA MIA,38920
51315432800019,LE CORNET D'OR,59680
51315433600012,PATATI PATATA,59610
51315437700024,CESAR CAFFE,06400
51315542400015,SNACK LES FRUITS A PAIN,97438
51315990500019,STOP FRITES,33480
51316008500017,AU P'TIT POULET,34490
51316097800013,SNACK DU QUAI,84400
51316118200011,POINT GOURMAND,18000
51316254500018,RESTO TENDANCE,67700
51316263600015,PIZZ'A MIKE,17380
51316441800016,LA SIRENE,49100
51316469900011,PIZZA PALMER,33150
51316516700034,MASCARA,66140
51316556300018,LA PALETTE DES SAVEURS,28480
51316572000014,CHEZ MAURICE,76580
51316655300034,CARAFFUCCIU,20250
51316664500020,VITTORIA PASTA,06000
51316705600045,NOGUES DELPHINE,06500
51316719700013,LE JARDIN D'EDEN,17550
51316769200013,L'OLIVIA,59124
51316769200021,L'OLIVIA,59124
51316779100021,EIRL MARSAC HELENE DES QUATRES LION,24000
51316976300010,BASILICO,93400
51317367400013,LE VAL DE LA MARQUISE,24260
51317367400039,PAPA PIZZA,97410
51317508300015,PEPE PIZZA,06200
51317621400031,CHEZ EMMA,68800
51317751900016,MOJAVE,13290
51317817800010,CROQ'VIT,32200
51317840000018,AUX CINQ FRUITS ET LEGUMES,58000
51317904400013,CHEZ ANTOINE,94300
51317966300010,FRED PIZZA,06200
51317992900015,GREEN,75009
51318002600017,CHEZ MELIS,68130
51318004200014,LE RIAD,83500
51318024000014,HENG HENG RAPIDE,75011
51318122200011,DWICH,75015
51318206300018,ZONE ROUGE,34700
51318254300019,CHEZ MONA,26700
51318488700018,LE KOLATIER,74100
51318513200018,LE NEFERTITI,19500
51318518100015,SPEED EAT,33110
51318555300015,SUBWAY,35400
51318568600013,LE DELIT CIEUX,06600
51318619700010,L'ESSENTIEL,13008
51318627000015,L'ORIENTALE SAPHIR,11100
51318814400010,LA LAMPIOTE,34220
51318835900014,LE CAPRICE ORIENTAL,68000
51318856500016,ISTANBUL 2,69500
51319049600010,CHIC'N PIZZA,34500
51319337500013,L OLIVIER,34200
51319424100024,HOLLYFOOD,59000
51319661800047,LE COMPTOIR DES EMPORTES,40990
51319785500028,O'KEBAB,33640
51319994300012,FAMILY'S PIZZA,75019
51319999200019,PAUSE MALIN,02160
51320006300016,DB FOOD,21220
51320006300024,KFC,21000
51320334900016,PIZZA TONY PUB MAGNETIQUE,83400
51320564100022,CHEZ TI PAUL,97410
51320576500011,LE BOSPHORE,71300
51320964300016,RESTO GRILL CHEZ TONY,83400
51321189600016,KASH R KOOL,69170
51321589700010,MAC D NER,59500
51321590500037,LE QUAI GLACE,80230
51322142400023,KFC,44230
51322191100011,PIZZAS LOUISE,68370
51322549000020,PIZZA SPRINT,79300
51322958300010,MAISON MATHIEU,50620
51323130800018,CHEZ LEL OR,97430
51323310600022,AU NECT'ART,02100
51323338700010,LE PINCH'SALAD,38200
51323384100016,SUBWAY,45000
51323384100024,SUBWAY,45000
51323532500018,LA ROSE DE L INDE,75018
51323592900017,WALDAO,69100
51323626500015,O BON COIN,59400
51323903800013,PIZZA CITY,62200
51323997000017,SNACK CHEZ AMELIE,97430
51324052300011,LA MAISON DE MARIE,34070
51324237000015,CAPRICES,59160
51324256000011,DELICE PIZZA,26000
51324530800012,PIZZA DELICE,05230
51324537300024,L'IMPERIAL,06000
51324537300032,LE CHTI CAMION,06600
51324545600019,WOK IN THE BOX,29000
51324545600027,WOK CAFE,29000
51324545600035,WOK CAFE,29000
51324618100012,SANDWICHERIE DU RIF,33800
51324730400019,FRANCESCA,83300
